F/H,sector,price,total_area(sqft),bedRoom,bathroom,balcony,agePossession,furnishing_type,additional_room_count,luxury_cat
1,109,1.9,3055,4,4,3,New,0,1.0,Mid 
0,43,6.5,1836,5,4,3,Relatively Old,2,2.0,Mid 
1,77,1.4,2208,3,3,3,New,0,0.0,Low
1,69,1.52,1578,3,3,2,New,2,1.0,Mid 
1,106,1.15,1900,3,4,3,New,0,2.0,Low
0,48,6.4,2700,4,4,3,Relatively Old,2,2.0,Mid 
1,24,3.0,2500,3,4,3,Relatively Old,0,0.0,Low
1,89,1.5,1750,3,3,3,Relatively New,0,1.0,Low
1,102,1.98,2000,3,3,3,New,2,1.0,Mid 
1,65,2.7,1650,3,3,3,New,2,2.0,Mid 
1,91,1.9,2724,4,4,3,New,0,1.0,Mid 
1,85,2.13,2812,4,4,3,New,0,0.0,Low
1,89,1.2,1423,3,3,2,Relatively New,0,0.0,Low
0,48,5.15,2727,5,7,3,Relatively Old,2,2.0,Mid 
1,69,1.55,1578,3,3,2,New,2,1.0,Mid 
1,72,4.0,2495,4,5,3,New,2,1.0,Mid 
0,26,15.0,4518,5,6,3,Relatively Old,2,4.0,Mid 
1,66,1.5,1337,2,3,3,New,2,2.0,Mid 
1,95,0.17,3125,1,1,1,New,0,0.0,Mid 
1,35,0.78,1439,2,2,2,New,2,1.0,Mid 
1,35,0.5,532,2,2,2,Relatively New,0,0.0,Low
1,106,1.2,1760,3,4,3,New,0,1.0,Mid 
1,21,0.8,1130,2,2,2,Old,0,0.0,Low
1,74,2.45,2018,3,3,3,New,0,1.0,Mid 
1,92,0.75,1581,3,3,3,New,2,1.0,Low
0,43,2.75,1080,3,3,1,Relatively Old,0,1.0,Low
1,76,0.5,760,2,2,1,Under Construction,0,0.0,Mid 
1,70A,1.34,1304,2,2,3,Relatively New,2,0.0,Mid 
1,51,0.3,648,1,1,0,Relatively Old,0,1.0,Low
1,74,1.4,1424,2,2,2,Relatively New,2,0.0,Mid 
1,35,0.99,1205,2,2,2,Under Construction,0,0.0,Low
1,102,3.0,2860,4,4,3,New,2,1.0,Mid 
1,37D,1.17,1410,2,2,2,New,0,0.0,Mid 
1,83,1.72,1900,3,3,3,New,2,1.0,Mid 
1,90,0.7,1315,2,2,3,Relatively New,0,1.0,Mid 
1,90,1.25,1922,3,3,3,New,0,2.0,Mid 
0,48,6.4,2592,3,4,3,New,2,3.0,Mid 
1,81,0.38,400,1,1,2,New,0,0.0,Low
0,104,0.48,864,2,2,1,Relatively New,0,3.0,Low
1,33,1.1,1275,2,2,2,Under Construction,0,0.0,Low
1,35,0.27,587,2,2,2,Relatively New,0,0.0,Low
1,33,1.4,1500,2,2,3,Under Construction,0,0.0,Mid 
0,11,0.9,800,5,5,3,New,0,0.0,Low
1,89,1.1,1103,3,1,0,Relatively New,0,0.0,Low
1,81,1.0,1250,2,2,2,New,0,0.0,Low
0,9,0.42,450,5,3,2,Old,0,0.0,Low
1,90,1.25,1930,3,3,3,New,0,2.0,Mid 
1,71,0.39,396,1,1,2,Relatively New,0,0.0,Low
1,92,1.22,2324,4,3,3,Under Construction,0,1.0,Mid 
1,67A,1.6,1727,3,3,2,Relatively New,2,1.0,Mid 
1,2,0.6,735,1,1,1,Relatively Old,2,0.0,Mid 
1,50,3.0,2605,3,3,3,Old,2,1.0,Mid 
1,81,4.5,4200,4,6,3,New,2,1.0,Low
0,46,3.55,1449,5,4,3,Relatively Old,2,1.0,Mid 
1,89,0.9,1103,2,2,2,Relatively New,0,2.0,Low
1,88B,1.1,1350,2,4,3,Under Construction,0,1.0,Mid 
1,43,8.44,5200,4,5,3,Relatively Old,1,1.0,Mid 
1,107,1.4,2361,3,4,3,New,0,1.0,Mid 
0,92,2.75,2808,4,4,3,New,0,2.0,Low
1,90,0.5,716,2,2,2,Under Construction,0,0.0,Low
1,43,1.5,1185,3,3,3,Old,2,1.0,Mid 
0,8,2.4,2178,8,4,2,Old,0,0.0,Low
1,104,1.9,1689,3,3,3,Under Construction,2,1.0,Mid 
1,99A,1.13,1997,3,5,3,New,0,2.0,Low
0,33,11.75,5056,5,7,3,New,0,1.0,Mid 
1,35,1.5,1225,2,2,3,Relatively New,0,0.0,Low
1,113,2.0,1806,3,3,3,New,0,0.0,Mid 
1,82,0.86,1428,2,2,2,New,2,1.0,Mid 
1,28,5.5,3764,4,5,3,Relatively Old,2,2.0,Low
1,104,0.4,569,2,2,1,New,0,0.0,Low
0,74,0.7,2000,4,4,0,New,0,0.0,Low
1,56,1.39,1923,3,3,3,Relatively Old,2,1.0,Mid 
1,90,0.92,1875,3,4,3,New,0,1.0,Mid 
1,82,1.39,2168,3,3,3,New,2,2.0,Mid 
1,95,0.55,1130,2,2,2,Relatively New,0,1.0,Mid 
1,70,1.8,1950,3,5,3,Relatively New,0,0.0,Mid 
0,3,5.2,5200,4,5,2,Relatively Old,0,0.0,Low
1,33,1.3,1210,2,2,2,Relatively New,0,1.0,Low
1,2,0.35,800,2,2,2,New,0,0.0,Low
1,33,1.07,1385,2,2,2,Under Construction,0,0.0,Mid 
0,26,4.0,1350,4,4,3,Old,0,1.0,Low
1,37C,1.0,1537,3,3,3,New,2,0.0,Low
1,37D,1.0,1770,3,3,3,Relatively Old,0,0.0,Low
1,113,2.45,2217,3,3,3,New,0,1.0,Mid 
1,35,0.26,482,2,2,1,New,0,0.0,Low
1,90,0.65,957,2,2,3,New,0,1.0,Mid 
0,56,4.0,1503,4,4,3,New,2,0.0,Low
1,3,0.56,655,1,1,2,Relatively Old,0,0.0,Mid 
0,28,6.0,2700,4,4,3,Old,2,1.0,Mid 
1,106,1.14,1900,3,4,3,New,0,2.0,Low
1,107,1.2,1943,3,3,3,New,2,0.0,Low
0,70A,5.25,2610,5,4,3,Relatively New,2,1.0,Low
1,33,1.5,1550,3,3,3,Under Construction,0,1.0,Mid 
1,35,0.38,602,2,2,2,New,0,0.0,Low
1,49,2.09,1805,3,3,3,New,0,0.0,Low
1,36,0.82,1081,3,2,2,Relatively New,0,0.0,Low
1,88A,2.65,1582,3,3,3,Relatively New,0,0.0,Mid 
1,36A,0.45,500,1,1,1,New,0,0.0,Low
1,68,1.45,1508,3,2,3,Relatively New,0,0.0,Low
0,26,4.5,1350,3,3,2,Old,2,1.0,Mid 
1,107,0.38,600,2,2,2,New,1,0.0,Low
1,103,1.33,1550,3,3,3,New,0,1.0,Mid 
1,86,0.43,501,2,2,1,Relatively New,0,1.0,Mid 
1,89,0.95,1105,2,2,2,Relatively New,0,2.0,Low
1,37D,0.8,1380,2,2,3,New,0,0.0,Mid 
1,60,3.8,2800,4,5,3,Relatively Old,2,1.0,Mid 
1,85,1.04,1741,2,3,3,New,0,1.0,Mid 
1,14,1.75,2300,5,5,2,Old,1,3.0,Mid 
1,109,2.95,3150,4,5,3,New,0,1.0,Mid 
0,9,1.1,1800,4,3,1,Old,0,0.0,Low
0,15,7.2,3240,3,3,2,Old,0,1.0,Mid 
1,74,1.78,1424,2,2,3,New,0,0.0,Mid 
0,50,11.5,3240,5,6,0,Relatively Old,0,0.0,Low
1,86,1.6,1929,3,3,1,New,0,1.0,Mid 
0,38,4.0,1836,6,6,3,Old,2,4.0,Mid 
1,70A,1.15,1000,2,2,3,Relatively New,0,1.0,Mid 
1,90,0.7,1517,2,2,3,Relatively New,0,2.0,Mid 
1,30,1.3,1300,3,3,2,Old,0,0.0,Low
1,109,1.7,965,1,1,2,New,0,0.0,Low
1,108,0.9,1283,2,3,3,New,0,2.0,Mid 
1,85,1.3,1640,2,2,2,Relatively New,0,0.0,Mid 
1,108,2.08,2100,4,4,3,New,0,1.0,Mid 
0,12,2.0,1350,5,5,2,Old,0,0.0,Low
1,89,1.0,1103,2,2,2,Relatively New,0,1.0,Low
1,68,1.32,1459,2,2,2,Relatively New,0,0.0,Low
0,7,1.55,1116,2,2,2,Relatively Old,2,0.0,Mid 
1,67,2.85,2350,4,4,3,Relatively Old,2,2.0,Mid 
1,104,1.75,1689,3,3,3,Under Construction,0,0.0,Low
0,57,8.0,2700,5,4,3,New,0,3.0,Low
1,104,1.2,684,2,2,2,Under Construction,0,0.0,Low
1,65,2.8,1975,4,4,3,New,2,2.0,Mid 
1,81,0.6,900,2,2,1,Under Construction,0,0.0,Low
1,69,1.29,1568,3,3,1,New,2,1.0,Mid 
1,90,1.3,2475,4,5,2,New,0,2.0,Mid 
0,1,1.85,1156,4,3,2,Relatively Old,0,0.0,Low
1,37C,0.75,1430,2,2,3,New,0,0.0,Mid 
0,25,10.5,3618,4,4,2,Old,2,2.0,Mid 
1,61,2.04,1395,3,3,3,Relatively Old,2,1.0,Mid 
1,70A,1.6,1848,4,4,3,New,0,2.0,Low
1,83,1.19,1600,3,3,2,New,2,1.0,Low
1,63A,3.23,1202,3,3,3,Relatively New,0,1.0,Mid 
1,79,1.5,1350,2,2,3,Relatively New,2,0.0,Low
1,62,7.15,4337,4,5,3,New,2,3.0,Mid 
1,78,0.7,1224,2,2,2,Relatively Old,0,0.0,Low
0,35,2.0,2674,4,3,0,Relatively New,0,0.0,Low
1,69,1.51,1578,3,3,2,New,1,1.0,Mid 
1,104,1.59,1458,2,2,2,New,0,0.0,Mid 
1,79,1.69,1983,3,3,2,New,0,0.0,Mid 
1,43,2.5,2650,4,4,3,New,2,0.0,Mid 
1,102,1.75,1942,3,4,3,New,2,1.0,Mid 
1,81,3.5,2995,4,5,3,New,1,1.0,Mid 
0,109,6.3,7000,4,5,3,New,2,0.0,Mid 
1,12,1.0,2480,3,4,0,Relatively New,0,0.0,Low
1,102,1.55,1650,3,4,3,New,2,1.0,Mid 
1,83,1.42,1600,4,4,3,New,0,2.0,Mid 
0,12,1.3,552,5,2,1,Old,0,1.0,Low
1,37D,1.75,2191,4,4,3,New,2,1.0,Mid 
0,69,2.95,1800,4,3,2,Relatively New,1,2.0,Mid 
0,109,11.3,4500,7,5,3,New,0,4.0,Low
0,104,0.6,1170,7,3,1,Relatively Old,0,0.0,Low
1,70A,1.1,1450,2,2,2,New,0,1.0,Low
0,41,9.25,3240,9,9,3,Relatively Old,2,4.0,Mid 
1,49,2.38,2070,3,4,3,New,0,1.0,Low
0,26,5.8,4518,4,4,3,Old,0,0.0,Low
1,90,1.24,1755,3,3,3,New,0,1.0,Mid 
0,3,0.9,1008,3,3,0,Relatively Old,0,0.0,Low
1,83,1.08,1735,3,3,2,New,0,1.0,Low
1,65,2.8,1650,3,3,2,New,0,1.0,Mid 
1,37D,1.1,1990,3,3,3,New,0,0.0,Mid 
1,54,4.85,1875,3,4,3,New,2,1.0,Low
0,46,5.5,2385,8,8,3,Relatively Old,2,2.0,Low
1,69,3.1,3156,4,6,3,New,0,2.0,Mid 
1,102,2.0,1128,3,3,3,New,0,1.0,Mid 
1,65,2.35,1650,3,3,3,New,2,2.0,Mid 
1,106,1.28,1760,3,4,3,New,0,1.0,Low
1,48,3.3,3305,5,5,3,Old,0,1.0,Mid 
1,37C,0.86,1760,3,3,2,Relatively New,0,1.0,Low
1,33,1.65,1996,3,3,3,Under Construction,0,1.0,Low
1,61,1.5,1200,2,2,2,Under Construction,0,1.0,Low
1,35,0.27,621,2,2,2,New,0,0.0,Low
1,112,3.1,1500,2,2,3,New,2,3.0,Mid 
1,61,2.0,1700,3,3,3,Relatively Old,2,0.0,Mid 
1,70,1.65,1950,3,3,2,New,0,1.0,Mid 
0,52,2.25,1400,3,3,3,Relatively New,2,1.0,Low
1,86,1.25,1690,3,2,1,Relatively New,0,0.0,Mid 
1,69,1.85,2010,4,4,2,New,2,0.0,Mid 
0,47,4.3,1467,6,4,2,Relatively Old,0,1.0,Low
1,70,1.25,1350,2,2,3,New,0,1.0,Low
1,33,1.2,1492,2,2,2,Under Construction,0,0.0,Mid 
0,49,2.8,1268,3,3,2,Relatively Old,2,4.0,Mid 
0,11,0.95,1300,5,3,0,New,0,0.0,Low
1,99,1.9,2835,4,4,3,Relatively New,0,0.0,Mid 
1,35,0.58,822,2,2,2,New,0,0.0,Mid 
0,3A,0.4,432,1,1,1,Relatively Old,0,0.0,Low
1,22,2.4,1380,2,2,2,New,1,1.0,Mid 
1,35,0.28,743,2,2,1,New,0,0.0,Low
1,108,1.36,2079,3,2,3,New,2,2.0,Mid 
0,91,3.6,2430,4,4,3,Relatively New,2,0.0,Low
1,3,0.4,900,3,2,1,New,0,0.0,Low
1,113,6.0,6565,5,6,3,Relatively Old,0,0.0,Mid 
1,35,1.05,1940,2,2,3,Relatively New,0,1.0,Low
1,89,1.25,1423,3,3,0,Relatively New,0,0.0,Mid 
1,39,1.5,2350,4,3,3,Old,1,1.0,Low
0,14,6.5,2500,5,5,0,Relatively Old,0,0.0,Low
1,79,0.83,1530,2,2,3,Relatively New,1,1.0,Low
1,70A,0.85,930,2,2,2,New,2,0.0,Low
0,43,9.85,3323,5,5,2,Old,0,3.0,Low
1,103,2.0,2670,4,5,3,Relatively New,0,1.0,Low
1,102,1.3,1650,3,3,3,New,2,1.0,Mid 
1,65,1.95,1219,2,2,3,Under Construction,0,0.0,Low
1,103,2.45,2875,4,4,3,New,0,4.0,Low
1,74,2.25,1800,3,3,3,New,0,1.0,Mid 
0,7,0.95,450,2,1,1,Relatively New,0,0.0,Low
1,79,0.96,722,2,2,3,New,0,0.0,Low
1,71,0.9,683,1,1,0,Relatively New,0,0.0,Mid 
1,37C,0.42,750,2,2,2,New,0,0.0,Low
1,54,5.7,1382,3,3,3,Relatively Old,0,0.0,Low
0,25,7.5,2367,9,9,3,New,2,3.0,Mid 
1,102,1.35,1650,3,3,3,New,0,1.0,Mid 
1,79,2.5,2244,3,3,3,New,0,0.0,Low
1,112,4.25,3763,3,5,2,New,0,2.0,Mid 
1,81,0.39,600,2,2,2,New,0,0.0,Low
0,109,6.5,5400,4,4,3,Relatively New,2,1.0,Mid 
0,3,0.9,900,3,4,3,Relatively Old,2,1.0,Low
1,104,2.23,2250,3,4,3,New,2,1.0,Mid 
1,109,1.65,1550,3,3,3,New,2,1.0,Mid 
0,66,12.0,3150,5,6,3,New,2,2.0,Mid 
1,99,3.25,3360,4,4,3,Relatively New,0,1.0,Mid 
1,61,2.57,1630,3,3,2,Under Construction,0,1.0,Low
1,65,1.99,1260,2,2,2,Under Construction,0,0.0,Low
1,63A,1.4,1235,2,2,2,Under Construction,0,1.0,Low
1,1A,1.25,2651,4,4,3,Relatively Old,2,0.0,Low
1,106,1.05,1385,2,2,2,Relatively New,0,0.0,Mid 
0,49,2.5,1850,3,3,2,Relatively Old,0,2.0,Mid 
1,90,0.9,1950,3,4,3,New,0,1.0,Mid 
1,70A,1.25,1425,3,3,2,New,0,1.0,Low
1,82,0.85,1300,2,2,2,New,2,0.0,Low
1,81,0.88,1094,2,2,3,New,2,1.0,Mid 
1,70,1.65,1950,3,4,3,New,1,1.0,Mid 
1,83,1.0,1740,3,3,2,New,2,1.0,Mid 
1,104,2.52,3150,4,4,3,New,2,2.0,Mid 
1,43,2.1,1362,3,3,1,Old,2,1.0,Mid 
1,35,0.35,629,2,2,1,Relatively New,0,0.0,Mid 
1,79,0.36,471,2,2,1,Relatively New,0,0.0,Mid 
1,104,2.02,2500,4,3,1,Relatively New,0,0.0,Low
1,108,1.55,2003,3,3,3,New,2,2.0,Mid 
1,92,0.7,1345,2,2,3,Under Construction,0,1.0,Low
1,112,2.8,2441,2,3,2,New,0,2.0,Mid 
1,95A,0.48,670,2,2,2,New,0,0.0,Low
1,63A,3.7,2400,3,3,3,Under Construction,0,0.0,Mid 
1,107,1.35,2361,3,4,3,New,2,1.0,Mid 
0,25,6.5,1800,4,3,3,Relatively Old,0,2.0,Low
0,3A,0.55,1350,3,3,2,New,0,1.0,Low
1,56,0.47,605,1,1,1,Old,2,0.0,Mid 
1,54,11.0,3100,4,5,3,New,0,3.0,Low
1,90,1.8,2492,4,4,3,Relatively Old,0,0.0,Low
0,49,2.75,1386,3,3,1,Old,2,1.0,Mid 
1,65,2.29,1433,2,2,3,Under Construction,0,1.0,Low
1,7,0.5,900,2,2,2,Relatively Old,0,1.0,Low
1,77,1.5,1177,3,3,3,New,2,0.0,Mid 
1,67,2.95,2436,3,3,3,Relatively Old,2,2.0,Mid 
0,24,1.6,4860,7,5,3,Old,0,0.0,Low
1,65,2.3,1650,3,4,3,New,1,4.0,Mid 
1,84,0.85,1270,2,2,3,New,2,0.0,Low
1,67,4.55,3130,4,4,3,New,2,1.0,Mid 
1,3,0.3,675,2,2,1,New,0,0.0,Low
1,112,2.6,2441,2,2,3,New,0,0.0,Mid 
1,92,0.66,1326,3,2,2,New,1,0.0,Low
1,102,2.5,3198,4,5,3,New,0,1.0,Mid 
1,35,1.07,1730,3,3,3,New,0,0.0,Mid 
0,33,1.35,1210,2,2,2,Relatively New,1,1.0,Mid 
1,33,2.5,1884,3,3,2,Under Construction,0,0.0,Mid 
1,113,2.45,2271,3,3,3,New,0,0.0,Mid 
1,79,1.1,1950,3,3,3,New,2,0.0,Mid 
0,57,4.7,2160,3,3,2,Old,0,2.0,Low
0,10,0.49,472,2,1,0,Old,0,0.0,Low
1,61,2.54,1639,3,3,3,Under Construction,0,1.0,Low
1,109,1.97,2630,4,4,2,New,0,2.0,Low
1,59,3.9,2295,3,1,0,Under Construction,0,0.0,Low
1,56,1.38,1910,3,3,3,Relatively Old,2,1.0,Mid 
1,92,0.21,302,1,1,1,New,0,0.0,Mid 
0,60,18.02,6390,9,12,3,New,2,1.0,Mid 
1,86,1.3,1930,3,3,3,Relatively Old,2,1.0,Mid 
1,72,3.25,3082,3,3,3,Relatively Old,0,1.0,Mid 
0,7,2.25,1440,3,3,2,Old,2,0.0,Low
1,84,0.27,339,1,1,1,New,1,0.0,Low
1,83,1.73,1900,3,3,3,New,2,1.0,Mid 
1,81,2.3,2092,3,4,3,Relatively New,1,1.0,Mid 
1,3,0.56,649,1,1,2,Relatively Old,0,0.0,Mid 
0,45,8.5,3240,5,4,2,Relatively Old,2,2.0,Low
1,92,0.8,1704,4,4,3,Relatively Old,0,0.0,Mid 
1,79,1.35,1505,3,3,2,New,0,0.0,Mid 
0,48,8.5,3240,4,6,3,Old,0,3.0,Low
1,83,1.4,1447,3,3,3,New,1,1.0,Mid 
0,109,6.2,2430,5,5,2,New,0,1.0,Mid 
0,25,9.5,2844,9,9,3,Old,0,1.0,Mid 
0,43,1.85,540,8,8,3,New,0,0.0,Mid 
1,79,1.72,2150,3,4,3,New,0,1.0,Mid 
1,102,4.55,4550,4,4,3,New,2,0.0,Mid 
1,84,1.1,1890,3,3,3,Relatively Old,2,0.0,Mid 
1,84,1.49,1963,3,3,3,New,0,1.0,Low
0,10A,1.7,900,2,1,2,Old,0,1.0,Low
0,7,0.27,225,2,2,1,Relatively Old,0,0.0,Low
1,90,0.65,1310,2,2,3,New,2,1.0,Low
0,23A,1.2,1926,3,2,2,Relatively New,2,0.0,Mid 
1,85,1.25,1148,2,2,3,New,0,1.0,Mid 
1,109,1.75,1750,3,3,3,Relatively New,0,0.0,Low
1,79,1.25,1490,3,3,3,New,2,0.0,Low
1,82,1.16,1660,3,3,3,New,2,3.0,Mid 
1,99,0.5,587,2,1,2,Relatively New,0,0.0,Low
0,48,7.65,4000,4,4,3,Relatively Old,0,3.0,Low
1,35,0.74,1194,2,2,3,Relatively New,0,0.0,Mid 
1,37D,1.36,1537,3,3,3,Under Construction,0,2.0,Low
1,35,0.75,1350,2,2,2,Relatively Old,0,0.0,Mid 
1,66,1.85,1472,2,3,3,New,2,2.0,Mid 
0,11,4.0,2025,5,4,1,New,0,0.0,Low
1,67,0.8,610,1,1,0,New,0,0.0,Low
0,3,0.4,500,2,1,0,Relatively Old,0,0.0,Low
0,25,7.6,1961,9,9,3,New,2,3.0,Mid 
1,65,4.7,2380,3,3,3,New,2,2.0,Low
1,92,1.42,1830,3,3,2,New,0,0.0,Mid 
1,69,1.8,2010,4,4,2,New,2,1.0,Mid 
1,50,3.0,2605,3,3,3,Old,2,1.0,Mid 
1,106,3.9,2450,3,3,0,New,0,0.0,Mid 
1,92,0.8,1900,4,3,2,New,0,1.0,Low
1,79,1.1,958,2,2,3,Relatively New,0,0.0,Mid 
0,38,0.24,450,2,2,0,New,0,0.0,Low
0,3A,0.55,750,1,1,0,Relatively Old,0,0.0,Low
1,92,0.79,1298,3,2,2,Relatively New,0,0.0,Low
1,55,1.9,1800,4,3,3,Relatively Old,1,1.0,Low
0,9,3.4,2628,9,9,3,Relatively Old,2,0.0,Mid 
0,33,11.0,4125,5,6,3,Relatively New,0,2.0,Mid 
1,90,1.88,2727,4,4,3,New,0,2.0,Mid 
1,99A,1.6,2000,3,3,3,Under Construction,0,0.0,Low
1,14,2.2,1760,3,4,3,Old,0,0.0,Low
1,65,1.3,631,2,2,2,New,0,1.0,Mid 
0,25,9.0,2700,5,5,3,Old,0,4.0,Mid 
0,25,15.5,4518,5,6,3,Relatively Old,0,4.0,Mid 
1,35,0.83,1120,3,2,2,Relatively New,0,0.0,Low
0,12,0.6,450,5,3,2,Relatively Old,0,1.0,Low
1,85,2.05,2812,4,4,3,New,2,1.0,Low
1,68,1.32,1507,2,2,3,New,0,1.0,Mid 
1,89,0.42,850,2,2,2,New,0,0.0,Low
1,77,1.09,2025,3,4,3,New,2,2.0,Mid 
1,85,1.15,961,2,2,3,New,0,1.0,Mid 
1,81,2.25,2092,3,4,3,New,1,1.0,Mid 
1,71,1.0,1485,3,3,3,New,2,0.0,Low
1,76,0.75,735,2,2,2,Under Construction,0,0.0,Mid 
1,1A,1.2,1845,3,4,2,New,0,2.0,Low
0,11,2.1,1215,6,6,3,New,0,0.0,Low
0,3A,0.47,587,2,1,1,Relatively Old,0,1.0,Low
0,48,3.35,6000,6,5,3,Relatively Old,0,0.0,Mid 
0,3,1.5,3000,6,1,0,Relatively New,0,0.0,Low
0,26,13.5,4518,5,5,2,Relatively Old,2,3.0,Mid 
1,61,2.2,1630,3,3,2,Under Construction,0,0.0,Low
1,53,7.4,2229,4,4,3,Under Construction,0,0.0,Low
1,90,0.47,690,2,2,1,Relatively New,0,0.0,Low
1,69,1.37,1538,3,3,1,New,0,0.0,Mid 
1,24,6.0,4400,4,6,3,Relatively Old,0,0.0,Low
0,28,0.65,405,3,3,2,Old,0,0.0,Low
1,85,0.72,1475,3,3,2,Relatively Old,0,1.0,Low
0,109,5.7,5400,4,5,3,New,0,4.0,Mid 
0,8,0.49,436,6,3,2,Relatively Old,0,0.0,Low
0,3A,0.47,443,2,2,1,Relatively New,2,1.0,Mid 
1,83,0.75,1325,2,2,2,New,2,0.0,Low
1,102,1.35,1250,3,4,3,New,2,2.0,Mid 
0,35,1.55,1053,2,3,2,Relatively New,2,2.0,Low
1,43,2.5,1850,3,2,3,Old,0,1.0,Low
1,68,2.22,1550,3,2,3,New,0,0.0,Low
1,61,2.41,1630,3,3,3,Relatively New,0,0.0,Mid 
1,70,1.23,1350,2,2,3,New,0,1.0,Low
1,86,0.41,495,2,2,1,Relatively New,0,4.0,Low
1,103,2.14,2875,4,6,3,New,0,1.0,Mid 
1,69,0.74,1345,3,3,1,Under Construction,0,1.0,Mid 
1,65,2.35,1650,3,3,2,New,0,2.0,Mid 
1,104,1.35,2692,4,5,3,New,0,4.0,Mid 
1,3,0.95,1300,2,3,2,Old,2,1.0,Low
1,66,2.25,2600,3,3,3,Relatively Old,0,0.0,Mid 
0,109,6.44,2430,4,5,3,Relatively New,0,4.0,Mid 
1,70,1.1,1300,2,2,2,Relatively New,0,1.0,Low
1,56,0.52,488,1,1,1,Old,0,0.0,Low
1,108,3.35,2525,3,4,2,Relatively New,0,0.0,Mid 
1,83,1.42,1775,3,3,2,New,2,0.0,Mid 
1,37C,0.6,1304,2,2,3,Under Construction,0,2.0,Mid 
0,50,6.8,2160,4,4,3,Old,0,3.0,Mid 
1,35,1.35,2200,3,3,3,Relatively New,0,1.0,Mid 
1,106,0.88,1385,2,2,3,New,0,0.0,Low
1,79,1.25,1490,3,3,3,New,2,1.0,Mid 
1,93,0.38,595,2,2,2,New,0,0.0,Low
1,56,1.59,1850,4,3,3,Old,2,1.0,Low
1,79,1.3,1572,2,2,3,Relatively New,0,1.0,Low
1,30,0.85,661,2,2,1,Old,2,1.0,Low
1,107,0.25,318,1,1,0,New,0,0.0,Mid 
1,70A,1.6,1669,2,2,2,Relatively Old,0,0.0,Mid 
0,45,17.0,4500,5,8,3,New,1,4.0,Mid 
0,43,1.95,1935,3,4,3,Relatively New,2,1.0,Mid 
1,37D,1.36,1537,3,3,3,Under Construction,0,2.0,Low
1,78,0.99,1623,2,2,3,Under Construction,0,1.0,Low
0,35,1.2,538,4,4,3,Old,0,0.0,Low
0,82,7.0,3240,4,4,3,New,1,1.0,Mid 
1,90,1.26,1650,3,3,2,New,0,1.0,Low
0,48,8.5,3240,4,4,2,Relatively Old,0,3.0,Mid 
1,81,0.48,598,2,2,1,New,2,0.0,Low
1,82,1.25,1960,3,4,3,Under Construction,0,0.0,Mid 
1,95,0.3,950,2,2,1,New,0,0.0,Low
1,3,1.25,1444,2,2,3,Under Construction,0,0.0,Low
1,89,0.95,1067,2,2,2,Under Construction,0,1.0,Mid 
1,70,5.0,4800,6,7,3,New,0,2.0,Mid 
0,7,1.1,1260,9,3,3,Old,0,0.0,Low
1,48,2.65,2567,4,4,3,Relatively Old,2,2.0,Mid 
1,69,1.4,1568,3,3,1,New,0,0.0,Mid 
1,33,1.1,1110,2,2,3,Relatively Old,2,0.0,Low
1,67,3.5,2358,3,4,3,New,2,1.0,Mid 
1,37D,1.35,1440,3,3,3,Under Construction,0,1.0,Mid 
1,79,2.0,2366,3,4,3,New,2,1.0,Mid 
1,108,2.6,1711,3,3,2,New,0,0.0,Mid 
1,53,6.5,2965,3,4,3,Old,0,2.0,Mid 
1,14,2.2,1760,3,4,3,Old,0,0.0,Low
1,72,6.5,4250,4,4,3,New,0,3.0,Mid 
1,65,2.79,1975,4,4,3,New,1,2.0,Mid 
1,33,1.35,1640,3,2,3,Under Construction,0,1.0,Low
1,106,1.15,1760,3,4,3,New,2,2.0,Mid 
1,99A,1.4,1997,3,5,3,Relatively New,0,0.0,Low
1,12,0.65,1050,3,3,1,Relatively New,2,0.0,Low
1,3,0.35,1000,3,3,1,Old,0,0.0,Low
1,103,1.2,1423,2,2,3,Relatively Old,0,0.0,Low
1,66,3.4,2200,3,4,3,New,2,2.0,Mid 
0,109,7.0,5400,4,4,3,New,2,0.0,Mid 
1,79,1.5,1815,3,4,3,New,2,1.0,Mid 
1,85,2.17,2812,4,4,3,New,0,3.0,Low
1,1,0.85,2200,3,3,0,Relatively Old,0,0.0,Low
1,109,1.4,1750,3,3,3,New,0,0.0,Low
0,14,4.15,2250,5,4,2,Old,2,0.0,Mid 
1,86,1.25,1480,3,4,3,New,0,1.0,Low
0,24,6.0,2844,6,7,3,Relatively Old,2,4.0,Mid 
1,85,1.07,1640,2,2,3,New,0,1.0,Mid 
1,11,0.55,1641,2,2,1,Relatively Old,0,0.0,Mid 
1,62,2.15,1508,2,2,3,Under Construction,0,0.0,Mid 
1,83,1.1,1785,3,3,3,New,2,0.0,Mid 
1,59,5.0,3829,4,4,3,New,2,4.0,Mid 
1,93,0.4,544,2,2,2,Relatively New,0,0.0,Low
1,99A,0.27,482,2,2,1,New,0,1.0,Low
1,110,3.4,3400,4,5,3,New,0,2.0,Mid 
1,85,1.49,2560,4,5,3,New,2,1.0,Mid 
0,66,15.1,8116,5,5,3,Relatively New,0,4.0,Mid 
1,88A,2.65,1582,3,3,3,Relatively New,0,0.0,Mid 
1,60,3.75,2800,4,4,3,New,2,1.0,Low
1,35,0.28,468,2,2,2,New,0,0.0,Low
1,95,0.38,644,3,2,1,New,2,1.0,Mid 
1,103,1.9,3344,3,4,3,New,2,4.0,Low
